STOP_ID,STOP_FRISK_TIME,YEAR,MONTH,DAY,STOP_WAS_INITIATED,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,FIREARM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_BORO_NAME
1,1:12:00,2020,January,Wednesday,Based on Radio Run,1,CPW,2,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,Y,(null),Y,CALM,18,MALE,BLACK,6.1,160,THN,BLK,BLK,10028,MANHATTAN
2,1:11:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,COMPLIANT,18,MALE,BLACK,6.2,180,THN,BRO,BLK,10028,MANHATTAN
3,1:11:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,COMPLIANT,17,MALE,WHITE HISPANIC,5.1,165,MED,BRO,BLK,10028,MANHATTAN
4,10:18:00,2020,January,Wednesday,Based on Radio Run,1,MENACING,10,Y,(null),N,Y,MENACING,N,(null),Y,Y,Y,Y,(null),N,COOPERATIVE,33,MALE,BLACK,6,220,MED,BRO,BLK,11208,BROOKLYN
5,8:45:00,2020,January,Wednesday,Based on Radio Run,0,BURGLARY,15,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,UPSET,40,FEMALE,WHITE,5.9,170,MED,BRO,BLN,11215,BROOKLYN
6,0:00:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,19,MALE,BLACK,5.1,170,(null),(null),BLK,10028,MANHATTAN
7,1:03:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,18,MALE,BLACK,5.1,165,(null),(null),BLK,10028,MANHATTAN
8,1:03:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,18,MALE,BLACK,5.1,165,(null),(null),BLK,10028,MANHATTAN
9,1:03:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,19,MALE,BLACK,6.2,180,(null),(null),BLK,10028,MANHATTAN
10,1:03:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,19,FEMALE,(null),5.8,200,(null),(null),BRO,10028,MANHATTAN
11,1:03:00,2020,January,Wednesday,Based on Radio Run,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,19,MALE,BLACK,5.1,190,(null),(null),BLK,10028,MANHATTAN
12,17:24:00,2020,January,Wednesday,Based on Radio Run,1,CPW,6,Y,(null),N,N,(null),N,(null),Y,Y,N,Y,(null),N,FRUSTRATED,39,MALE,BLACK,5.1,150,THN,BRO,BLK,10030,MANHATTAN
13,16:16:00,2020,January,Wednesday,Based on Radio Run,2,GRAND LARCENY,6,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,Y,Y,Y,(null),N,CALM,38,MALE,BLACK,5.11,175,MED,BLK,BLK,11201,BROOKLYN
14,21:06:00,2020,January,Wednesday,Based on Radio Run,1,CPW,16,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,ANGRY,22,MALE,WHITE HISPANIC,5.1,210,HEA,BRO,BLK,11367,QUEENS
15,1:12:00,2020,January,Thursday,Based on Radio Run,2,BURGLARY,10,Y,(null),Y,Y,BURGLARY,N,(null),Y,N,N,N,(null),N,NERVOUS,16,MALE,WHITE HISPANIC,5.6,120,THN,BRO,BRO,10454,BRONX
16,1:14:00,2020,January,Thursday,Based on Radio Run,3,BURGLARY,5,N,SUSPEC,Y,Y,CRIMINAL TRESPASS,N,(null),Y,Y,N,(,(null),N,NERVOUS,19,MALE,WHITE HISPANIC,5.8,160,THN,BRO,BLK,10454,BRONX
17,15:12:00,2020,January,Wednesday,Based on Radio Run,0,CPW,10,Y,(null),Y,N,(null),N,(null),Y,N,N,Y,(null),N,COOPERATIVE,16,MALE,BLACK,5.7,120,THN,BRO,BLK,11207,BROOKLYN
18,15:12:00,2020,January,Wednesday,Based on Radio Run,0,CPW,10,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,WILLING TO ANSWER QUESTIONS, ,MALE,BLACK, , ,MED,BRO,BLK,11207,BROOKLYN
19,15:12:00,2020,January,Wednesday,Based on Radio Run,0,CPW,10,Y,(null),Y,N,(null),N,(null),Y,N,N,Y,(null),N,COOPERATIVE,24,MALE,BLACK,5.9,160,MED,BRO,BLK,11207,BROOKLYN
20,15:12:00,2020,January,Wednesday,Based on Radio Run,0,CPW,10,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,WILLING TO ANSWER QUESTIONS, ,MALE,BLACK, , ,MED,BLK,BLK,11207,BROOKLYN
21,3:45:00,2020,January,Wednesday,Based on Radio Run,1,GRAND LARCENY,1,N,SUSPEC,N,Y,ROBBERY,N,(null),N,N,N,N,(null),N,NERVOUS,21,MALE,BLACK,5.1,165,THN,BRO,BLK,(null),BROOKLYN
22,21:10:00,2020,January,Wednesday,Based on Radio Run,1,CPW,1,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,AGITATED,18,MALE,BLACK, ,200,MED,BRO,BLK,11212,BROOKLYN
23,19:02:00,2020,January,Wednesday,Based on Radio Run,1,MENACING,0,Y,(null),N,Y,MENACING,N,(null),Y,Y,N,N,(null),N,ANNOYED,50,MALE,BLACK,5.6,150,MED,BLK,BLK,11213,BROOKLYN
24,14:15:00,2020,January,Thursday,Based on Radio Run,1,GRAND LARCENY AUTO,14,Y,(null),Y,Y,GRAND LARCENY AUTO,N,(null),N,N,N,N,(null),N,CALM,17,MALE,BLACK,5.6,130,THN,BRO,BLK,11692,QUEENS
25,4:57:00,2020,January,Wednesday,Based on Radio Run,1,GRAND LARCENY AUTO,25,N,EXPLAI,N,Y,CRIMINAL MISCHIEF,N,(null),N,Y,N,N,(null),N,CALM,25,MALE,WHITE HISPANIC,6,210,MED,BRO,BRO,11375,QUEENS
26,0:56:00,2020,January,Wednesday,Based on Radio Run,1,CPW,15,Y,(null),N,Y,ASSAULT,N,(null),Y,Y,N,N,(null),N,ANGRY,28,MALE,BLACK HISPANIC,5.9,135,THN,BRO,BLK,10306,STATEN ISLAND
27,15:49:00,2020,January,Thursday,Based on Self Initiated,10,CRIMINAL TRESPASS,10,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),N,Y,N,N,(null),N,CALM,25,MALE,BLACK,6,160,THN,BRO,BLK,11224,BROOKLYN
28,0:31:00,2020,January,Wednesday,Based on Radio Run,1,BURGLARY,10,Y,(null),N,Y,BURGLARY,N,(null),Y,Y,N,N,(null),N,INTOXICATED,40,MALE,BLACK,6.1,220,MED,BRO,BLK,11226,BROOKLYN
29,4:40:00,2020,January,Thursday,Based on Radio Run,0,UNAUTHORIZED USE OF A VEHICLE,17,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),Y,Y,N,N,(null),Y,CALM,25,MALE,BLACK,6,150,U,BRO,BLK,11210,BROOKLYN
30,2:02:00,2020,January,Wednesday,Based on Radio Run,2,OTHER,20,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,REASONABLE,27,MALE,BLACK,5.6,150,THN,BRO,BLK,11225,BROOKLYN
31,20:41:00,2020,January,Thursday,Based on Self Initiated,6,CPW,8,Y,(null),N,N,(null),N,(null),N,N,N,Y,(null),N,CALM,55,MALE,BLACK,5.1,170,THN,BRO,BLK,11220,BROOKLYN
32,0:12:00,2020,January,Wednesday,Based on Self Initiated,1,CPW,2,Y,(null),N,Y,CPW,N,(null),Y,Y,N,N,Y,Y,COMPLIANT,36,MALE,BLACK,6.5,170,THN,BRO,BLK,11207,BROOKLYN
33,20:58:00,2020,January,Thursday,Based on Radio Run,1,CPW,10,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM,37,MALE,BLACK,5.8,180,THN,BRO,BLK,11213,BROOKLYN
34,0:16:00,2020,January,Thursday,Based on Radio Run,1,PETIT LARCENY,6,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,COOPERATIVE,32,MALE,(null),5.8,160,THN,BRO,BLK,11379,QUEENS
35,3:35:00,2020,January,Friday,Based on Radio Run,2,ASSAULT,9,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,NORMAL,44,MALE,WHITE HISPANIC,5.11,250,HEA,BRO,BLK,10032,MANHATTAN
36,22:30:00,2020,January,Thursday,Based on C/W on Scene,2,ROBBERY,1,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,IRRATE,20,MALE,BLACK,5.11,160,U,BRO,BLK,10452,BRONX
37,3:11:00,2020,January,Friday,Based on C/W on Scene,1,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,(,(null),N,QUESTIONING WHY HE WAS STOPPPED,40,MALE,BLACK,6.3,250,MED,BRO,BLK,10452,BRONX
38,3:11:00,2020,January,Friday,Based on C/W on Scene,1,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,QUESTIONING WHY SHE WAS STOPPED,31,FEMALE,BLACK,5.1,165,MED,BRO,BLK,10452,BRONX
39,7:08:00,2020,January,Wednesday,Based on Radio Run,1,ASSAULT,15,Y,(null),N,N,(null),N,(null),Y,N,N,Y,(null),N,NERVOUS,23,MALE,BLACK,5.8,150,THN,BRO,BLK,10469,BRONX
40,2:12:00,2020,January,Thursday,Based on Radio Run,1,PETIT LARCENY,5,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,UPSET,42,MALE,WHITE HISPANIC,5.1,250,HEA,BRO,BRO,10469,BRONX
41,1:40:00,2020,January,Friday,Based on Radio Run,4,BURGLARY,20,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM, ,MALE,WHITE,5.1,190,MED,BRO,XXX,11219,BROOKLYN
42,4:09:00,2020,January,Friday,Based on C/W on Scene,2,CRIMINAL POSSESSION OF FORGED INSTRUMENT,35,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM,26,MALE,BLACK,6.2,170,MED,BRO,BLK,11220,BROOKLYN
43,4:09:00,2020,January,Friday,Based on C/W on Scene,2,CRIMINAL POSSESSION OF FORGED INSTRUMENT,35,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM,19,MALE,BLACK,6.1,180,MED,BRO,BLK,11220,BROOKLYN
44,4:09:00,2020,January,Friday,Based on C/W on Scene,2,CRIMINAL POSSESSION OF FORGED INSTRUMENT,35,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM,19,MALE,BLACK,6,160,MED,BRO,BLK,11220,BROOKLYN
45,5:55:00,2020,January,Thursday,Based on Radio Run,1,BURGLARY,1,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),Y,Y,N,N,(null),N,QUITE,30,MALE,WHITE HISPANIC,5.9,160,THN,BRO,BLK,11206,BROOKLYN
46,17:33:00,2020,January,Wednesday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,Y,ASSAULT,N,(null),Y,Y,N,N,(null),N,CALM,45,MALE,WHITE HISPANIC,5.7,250,HEA,BRO,BLK,10027,MANHATTAN
47,1:00:00,2020,January,Wednesday,Based on Radio Run,2,CPW,2,Y,(null),Y,N,(null),Y,DISORD,N,Y,N,N,(null),N,NERVOUS,19,MALE,BLACK,5.9,155,THN,BRO,BLK,10026,MANHATTAN
48,1:00:00,2020,January,Wednesday,Based on Radio Run,2,CPW,2,Y,(null),Y,Y,OTHER,N,(null),N,Y,N,N,(null),N,"NERVOUS, ANGRY, AGGITATED",18,MALE,BLACK,5.1,200,HEA,BLK,BLK,10026,MANHATTAN
49,11:07:00,2020,January,Friday,Based on Radio Run,1,CPW,25,Y,(null),Y,Y,CPW,Y,MARIJU,Y,Y,N,N,(null),Y,CALM,32,MALE,WHITE HISPANIC,5.1,185,MED,BRO,BLK,10472,BRONX
50,11:07:00,2020,January,Friday,Based on Radio Run,1,CPW,25,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM,30,FEMALE,WHITE HISPANIC,6,240,MED,BRO,BRO,10472,BRONX
51,4:52:00,2020,January,Friday,Based on C/W on Scene,1,ASSAULT,30,Y,(null),N,Y,ASSAULT,N,(null),N,Y,N,(,(null),N,CALM,22,FEMALE,BLACK,5.4,110,THN,BRO,BLK,11411,QUEENS
52,20:03:00,2020,January,Friday,Based on Self Initiated,1,CRIMINAL TRESPASS,11,Y,(null),N,Y,CRIMINAL TRESPASS,N,(null),N,N,(,(,(null),N,SWEATING AND HANDS SHAKING,34,MALE,BLACK,5.7,145,THN,BRO,BLK,10002,MANHATTAN
53,20:30:00,2020,January,Wednesday,Based on Radio Run,1,ROBBERY,5,Y,(null),Y,Y,ROBBERY,N,(null),N,Y,N,N,(null),Y,ATTEMPTED TO FLEE,17,MALE,BLACK,6.3,180,THN,BRO,BLK,10003,MANHATTAN
54,21:04:00,2020,January,Thursday,Based on Radio Run,2,CRIMINAL TRESPASS,10,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),Y,Y,N,N,(null),N,,17,MALE,BLACK,5.7,130,THN,BLK,BLK,10029,MANHATTAN
55,21:04:00,2020,January,Thursday,Based on Radio Run,2,CRIMINAL TRESPASS,10,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),Y,Y,N,N,(null),N,,18,MALE,BLACK,5.9,180,THN,BRO,BLK,10029,MANHATTAN
56,16:55:00,2020,January,Friday,Based on C/W on Scene,1,ROBBERY,4,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,IRATE, ,MALE,BLACK HISPANIC,5.1,160,MED,BRO,XXX,10031,MANHATTAN
57,16:55:00,2020,January,Friday,Based on C/W on Scene,1,ROBBERY,4,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,IRATE, ,MALE,WHITE HISPANIC,6,195,MED,BRO,XXX,10031,MANHATTAN
58,21:10:00,2020,January,Thursday,Based on Radio Run,2,MENACING,0,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),Y,Y,N,N,(null),N,ANGRY,25,MALE,WHITE HISPANIC,5.5,140,THN,BRO,BRO,10032,MANHATTAN
59,21:35:00,2020,January,Friday,Based on Self Initiated,1,CPW,2,Y,(null),N,Y,CPW,N,(null),Y,Y,N,N,Y,Y,NERVOUS,17,MALE,BLACK HISPANIC,5.9,210,HEA,BRO,BRO,10451,BRONX
60,3:39:00,2020,January,Wednesday,Based on Self Initiated,1,CPW,3,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,"NERVOUS, AGITATED",30,MALE,BLACK,5.1,200,MED,BRO,BLK,10467,BRONX
61,2:33:00,2020,January,Thursday,Based on Self Initiated,1,CPW,2,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,NERVOUS,25,FEMALE,WHITE HISPANIC,5.5,120,THN,BRO,BLK,10468,BRONX
62,22:06:00,2020,January,Thursday,Based on Self Initiated,2,CPW,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,NERVOUS,25,MALE,BLACK,6.4,200,MED,BRO,BLK,10467,BRONX
63,1:16:00,2020,January,Friday,Based on Self Initiated,1,CPW,2,Y,(null),N,N,(null),N,(null),Y,N,(,(,(null),N,"NERVOUS, LOOKING OVER HIS SHOULDER MULTIPLE TIMES, PLACING HAND IN POCKET WHERE ", ,MALE,BLACK,5.9,150,THN,BRO,XXX,10468,BRONX
64,5:30:00,2020,January,Wednesday,Based on Radio Run,5,CPW,15,Y,(null),N,N,(null),N,(null),Y,N,N,Y,(null),N,CLAM, ,MALE,WHITE HISPANIC,5.9,20,HEA,BLK,BLK,11232,BROOKLYN
65,2:55:00,2020,January,Friday,Based on Self Initiated,1,MAKING GRAFFITI,5,Y,(null),N,Y,MAKING GRAFFITI,N,(null),N,N,N,N,(null),Y,WORRIED,27,MALE,WHITE,6.3,215,MED,BLU,BRO,11385,QUEENS
66,19:35:00,2020,January,Thursday,Based on Radio Run,1,BURGLARY,45,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,CALM,35,MALE,BLACK,5.7,190,THN,BRO,BLK,11413,QUEENS
67,19:35:00,2020,January,Thursday,Based on Radio Run,1,BURGLARY,45,Y,(null),Y,N,(null),N,(null),Y,N,Y,Y,(null),N,CALM,59,MALE,BLACK,5.1,200,MED,BRO,BLD,11413,QUEENS
68,20:00:00,2020,January,Thursday,Based on Radio Run,0,BURGLARY,20,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM,36,MALE,BLACK,5.11,180,THN,BRO,BLK,11413,QUEENS
69,13:18:00,2020,January,Friday,Based on Radio Run,10,BURGLARY,12,Y,(null),N,Y,BURGLARY,N,(null),Y,Y,N,N,(null),N,EXCITED AND OUT OF BREATH,25,MALE,BLACK,5.9,150,THN,BRO,BLK,11367,QUEENS
70,17:54:00,2020,January,Wednesday,Based on Radio Run,10,BURGLARY,11,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),N,Y,N,N,(null),N,NERVOUS,15,MALE,WHITE HISPANIC,5.5,110,THN,BRO,BRO,11361,QUEENS
71,17:54:00,2020,January,Wednesday,Based on Radio Run,10,BURGLARY,11,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),N,Y,Y,Y,(null),N,"SCARED ,NERVOUS",15,MALE,WHITE,5.5,120,THN,BRO,BLK,11361,QUEENS
72,1:12:00,2020,January,Wednesday,Based on Radio Run,1,CPW,17,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,APPARENTLY NORMAL,25,MALE,BLACK,6.2,180,THN,BRO,XXX,(null),MANHATTAN
73,2:09:00,2020,January,Friday,Based on Self Initiated,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,Y,(,(,(null),N,"NERVOUS, PLACED HAND OVER BULGE IN JACKET", ,MALE,BLACK,5.8,250,HEA,BRO,BRO,10468,BRONX
74,5:43:00,2020,January,Saturday,Based on Radio Run,0,CPW,5,Y,(null),N,N,(null),N,(null),Y,Y,Y,Y,(null),Y,CALM,31,MALE,WHITE HISPANIC,5.8,160,MED,BRO,BLK,11373,QUEENS
75,16:59:00,2020,January,Wednesday,Based on Radio Run,1,ROBBERY,33,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,COOPERATIVE,16,MALE,WHITE,5.8,130,THN,BRO,BRO,10009,MANHATTAN
76,17:05:00,2020,January,Wednesday,Based on Radio Run,1,ROBBERY,30,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,UPSET AND CRYING FOR ANOTHER CHANCE,16,MALE,BLACK,5.5,160,(null),(null),(nu,10003,MANHATTAN
77,17:05:00,2020,January,Wednesday,Based on Radio Run,1,ROBBERY,33,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,COOPERATIVE,16,MALE,BLACK,5.6,135,THN,BRO,BRO,10009,MANHATTAN
78,17:05:00,2020,January,Wednesday,Based on Radio Run,1,ROBBERY,33,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,COOPERATIVE, ,MALE,BLACK,5.5,135,THN,BRO,BLK,10009,MANHATTAN
79,13:14:00,2020,January,Saturday,Based on Radio Run,1,ROBBERY,5,Y,(null),N,Y,ROBBERY,N,(null),Y,N,N,N,(null),N,CALM,29,MALE,BLACK,5.8,180,MED,BRO,BLK,10128,MANHATTAN
80,17:34:00,2020,January,Wednesday,Based on Radio Run,1,CPW,2,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM,19,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BLK,10468,BRONX
81,18:28:00,2020,January,Friday,Based on Radio Run,1,PETIT LARCENY,13,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,COMPLIANT,14,MALE,BLACK,5.1,170,MED,BRO,BLK,11693,QUEENS
82,22:55:00,2020,January,Thursday,Based on Self Initiated,3,CPW,3,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM,22,MALE,BLACK,5.4,130,THN,BRO,BLK,11377,QUEENS
83,19:30:00,2020,January,Friday,Based on Self Initiated,5,CRIMINAL MISCHIEF,5,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),N,Y,N,N,(null),Y,CALM,26,MALE,BLACK,5.11,180,MED,BRO,BLK,10301,STATEN ISLAND
84,3:10:00,2020,January,Wednesday,Based on Radio Run,1,ASSAULT,11,Y,(null),N,N,(null),N,(null),Y,N,N,Y,(null),N,NORMAL,37,MALE,BLACK HISPANIC,5.7,215,HEA,BRO,BLD,10009,MANHATTAN
85,3:58:00,2020,January,Wednesday,Based on Radio Run,0,CPW,7,Y,(null),Y,Y,CPW,N,(null),Y,N,N,(,(null),N,,24,MALE,BLACK,6.2,180,MED,BRO,BLK,10003,MANHATTAN
86,3:58:00,2020,January,Wednesday,Based on Radio Run,0,CPW,7,Y,(null),Y,Y,CPW,N,(null),Y,N,N,(,(null),N,,22,MALE,BLACK,5.7,130,THN,BRO,BLK,10003,MANHATTAN
87,0:57:00,2020,January,Wednesday,Based on Radio Run,1,CPW,2,Y,(null),N,Y,CPW,N,(null),Y,Y,N,N,(null),Y,UPSET,18,MALE,BLACK,6.3,180,THN,BRO,BLK,10026,MANHATTAN
88,21:40:00,2020,January,Saturday,Based on C/W on Scene,5,GRAND LARCENY,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL, ,MALE,WHITE HISPANIC,6,180,THN,BLK,BLK,10034,MANHATTAN
89,21:40:00,2020,January,Saturday,Based on C/W on Scene,5,GRAND LARCENY,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,20,MALE,WHITE HISPANIC,5.8,150,MED,BRO,BLK,10034,MANHATTAN
90,21:40:00,2020,January,Saturday,Based on C/W on Scene,5,GRAND LARCENY,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,20,MALE,WHITE HISPANIC,5.1,150,MED,BRO,BLK,10034,MANHATTAN
91,15:55:00,2020,January,Saturday,Based on Radio Run,1,BURGLARY,3,Y,(null),N,Y,BURGLARY,N,(null),Y,Y,Y,Y,(null),Y,"NERVOUS, ASKING A LOT OF QUESTIONS",53,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BLK,10459,BRONX
92,18:22:00,2020,January,Saturday,Based on Radio Run,1,ASSAULT,19,Y,(null),N,Y,ASSAULT,N,(null),N,N,N,N,(null),N,CALM,73,MALE,BLACK HISPANIC,5.9,180,MED,BRO,GRY,10473,BRONX
93,0:40:00,2020,January,Sunday,Based on Radio Run,1,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,45,MALE,WHITE,6.1,230,U,BLU,BLN,11219,BROOKLYN
94,0:48:00,2020,January,Friday,Based on Self Initiated,2,CPW,3,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,"EVASIVE, IRATE, UNCOOPERATIVE",24,MALE,WHITE HISPANIC,5.8,175,MED,BRO,BLK,10025,MANHATTAN
95,23:45:00,2020,January,Friday,Based on Self Initiated,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,APPARENTLEY NORMAL,14,MALE,WHITE HISPANIC,5.9,145,THN,BRO,BLK,10455,BRONX
96,23:45:00,2020,January,Friday,Based on Self Initiated,1,CPW,8,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,UPSET,17,MALE,WHITE HISPANIC,5.6,160,THN,BRO,BLK,10455,BRONX
97,23:45:00,2020,January,Friday,Based on Self Initiated,1,CPW,5,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,(null),Y,APPARENTLY NORMAL,15,MALE,BLACK,6,180,MED,BRO,BLK,10455,BRONX
98,23:45:00,2020,January,Friday,Based on Self Initiated,1,CPW,8,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,UPSET,17,MALE,BLACK HISPANIC,5.1,180,THN,BRO,BLK,10455,BRONX
99,4:00:00,2020,January,Sunday,Based on Self Initiated,1,ASSAULT,10,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM,28,MALE,BLACK,6,180,MED,BRO,BLK,11212,BROOKLYN
100,3:25:00,2020,January,Saturday,Based on Radio Run,1,BURGLARY,2,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,"CONFUSED, COMBATIVE",37,MALE,WHITE HISPANIC,5.9,320,HEA,BRO,BLK,11372,QUEENS
101,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,7,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,33,MALE,WHITE HISPANIC,5.5,180,MED,BRO,BLK,11368,QUEENS
102,2:42:00,2020,January,Sunday,Based on Radio Run,1,BURGLARY,6,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND INTOX,24,MALE,WHITE HISPANIC,5.4,150,THN,BRO,BLK,11372,QUEENS
103,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,7,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,36,MALE,WHITE HISPANIC,5.8,180,MED,BRO,BLK,11368,QUEENS
104,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,8,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,24,MALE,WHITE HISPANIC,5.5,150,THN,BRO,BLK,11368,QUEENS
105,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,8,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,20,MALE,WHITE HISPANIC,5.7,165,THN,BRO,BLK,11368,QUEENS
106,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,7,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,26,MALE,WHITE HISPANIC,5.8,180,MED,BRO,BLK,11368,QUEENS
107,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,8,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,32,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BLK,11368,QUEENS
108,3:02:00,2020,January,Sunday,Based on Radio Run,1,ROBBERY,7,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM AND COMPLIANT,17,MALE,WHITE HISPANIC,5.8,175,THN,BRO,BLK,11368,QUEENS
109,15:38:00,2020,January,Thursday,Based on Radio Run,48,ROBBERY,20,Y,(null),N,Y,CPSP,N,(null),N,Y,N,(,(null),N,ANNOYED,24,MALE,BLACK,5.5,150,THN,BRO,BLK,10011,MANHATTAN
