STOP_ID,STOP_FRISK_TIME,YEAR,MONTH,DAY,STOP_WAS_INITIATED,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,FIREARM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_BORO_NAME
1205,13:18:00,2020,February,Saturday,Based on Self Initiated,2,OTHER,1,N,PERSON,N,N,(null),N,(null),Y,N,N,Y,(null),N,CALM,17,MALE,BLACK,6,160,THN,BRO,BRO,11217,BROOKLYN
1206,20:30:00,2020,February,Monday,Based on Radio Run,1,ROBBERY,10,Y,(null),N,Y,ROBBERY,N,(null),Y,Y,N,N,(null),N,NERVOUS,15,MALE,BLACK,5.8,180,MED,BRO,BLD,10314,STATEN ISLAND
1207,0:22:00,2020,February,Saturday,Based on Self Initiated,21,BURGLARY,3,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,NORMAL/COMPLIANT,30,MALE,WHITE,6,170,THN,GRN,BRO,10002,MANHATTAN
1208,22:02:00,2020,February,Saturday,Based on Radio Run,1,PETIT LARCENY,7,Y,(null),N,N,(null),N,(null),N,N,N,(,(null),N,CALM,50,MALE,BLACK,6.1,270,HEA,BLK,BRO,10025,MANHATTAN
1209,6:40:00,2020,February,Sunday,Based on Radio Run,1,CRIMINAL MISCHIEF,2,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,NERVOUS,35,MALE,BLACK,5.1,180,MED,BRO,BLK,10027,MANHATTAN
1210,3:20:00,2020,February,Saturday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,Y,ASSAULT,N,(null),Y,N,(,(,(null),N,,26,MALE,BLACK,5.11,155,THN,(null),BLK,10026,MANHATTAN
1211,18:43:00,2020,February,Saturday,Based on Radio Run,0,CPW,5,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,,16,MALE,BLACK,5.4,120,THN,BRO,BLK,10030,MANHATTAN
1212,21:55:00,2020,February,Saturday,Based on Self Initiated,1,CPW,1,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,,40,MALE,BLACK,5.7,160,MED,BRO,BLK,10456,BRONX
1213,18:39:00,2020,February,Saturday,Based on Radio Run,1,ROBBERY,10,Y,(null),N,Y,ROBBERY,N,(null),Y,N,N,(,(null),N,OUT OF BREATH SWEATING,20,MALE,BLACK,5.8,160,THN,BRO,BLK,11234,BROOKLYN
1214,0:30:00,2020,February,Sunday,Based on Self Initiated,1,CPW,4,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,ANGRY VIOLENT,20,MALE,BLACK,5.5,140,THN,BRO,XXX,11221,BROOKLYN
1215,16:47:00,2020,February,Saturday,Based on Radio Run,1,GRAND LARCENY,3,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,Y,N,N,(null),N,NORMAL,37,MALE,BLACK,5.5, ,MED,BRO,BLK,11691,QUEENS
1216,22:20:00,2020,February,Thursday,Based on Radio Run,2,ROBBERY,15,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,(null),Y,CALM,19,MALE,WHITE HISPANIC,6.2,170,MED,BRO,BRO,(null),QUEENS
1217,22:20:00,2020,February,Thursday,Based on Radio Run,2,ROBBERY,15,Y,(null),Y,Y,OTHER,N,(null),Y,Y,N,N,(null),N,NERVOUS,21,MALE,WHITE HISPANIC,6.1,160,THN,BRO,BLK,(null),QUEENS
1218,4:29:00,2020,February,Saturday,Based on Radio Run,1,MURDER,12,N,ARREST,N,Y,MURDER,N,(null),N,Y,N,N,(null),N,CALM,30,MALE,WHITE HISPANIC,5.5,150,THN,BLK,BLK,11368,QUEENS
1219,21:13:00,2020,February,Saturday,Based on Radio Run,1,ROBBERY,3,Y,(null),N,N,(null),N,(null),Y,Y,N,(,(null),N,,32,MALE,BLACK,5.1,180,THN,BLK,BLK,11103,QUEENS
1220,21:00:00,2020,February,Monday,Based on Radio Run,2,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,RUNNING AWAY FROM OFFICERS,17,MALE,BLACK,5.9,170,MED,BRO,BLK,10314,STATEN ISLAND
1221,0:34:00,2020,February,Wednesday,Based on Self Initiated,5,ASSAULT,2,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,COOPERATIVE,29,MALE,BLACK,5.8,150,MED,BRO,BLK,(null),MANHATTAN
1222,5:32:00,2020,February,Monday,Based on C/W on Scene,1,ROBBERY,20,Y,(null),Y,Y,ROBBERY,N,(null),N,Y,N,N,(null),N,CALM,19,MALE,BLACK,5.8,150,THN,BRO,BLK,10016,MANHATTAN
1223,4:25:00,2020,February,Thursday,Based on Self Initiated,5,PETIT LARCENY,3,Y,(null),N,N,(null),N,(null),N,N,N,(,(null),N,CALM,47,MALE,BLACK,6.7,225,MED,BRO,BLK,10011,MANHATTAN
1224,2:44:00,2020,February,Sunday,Based on Radio Run,3,ASSAULT,26,Y,(null),Y,Y,ASSAULT,Y,MARIJU,Y,Y,N,N,(null),N,CALM,26,MALE,BLACK,5.1,145,THN,BRO,BRO,10036,MANHATTAN
1225,2:44:00,2020,February,Sunday,Based on Radio Run,3,ASSAULT,26,Y,(null),Y,Y,ASSAULT,N,(null),Y,Y,N,N,(null),N,CALM,29,MALE,BLACK,6,220,MED,BRO,BLK,10036,MANHATTAN
1226,2:44:00,2020,February,Sunday,Based on Radio Run,3,OTHER,26,Y,(null),Y,Y,OTHER,Y,MARIJU,Y,Y,N,N,(null),N,CALM,30,MALE,BLACK,5.11,170,HEA,BRO,BRO,10036,MANHATTAN
1227,2:52:00,2020,February,Saturday,Based on Radio Run,1,GRAND LARCENY AUTO,3,Y,(null),N,Y,RECKLESS ENDANGERMENT,N,(null),N,Y,Y,Y,(null),N,NERVOUS,25,MALE,BLACK HISPANIC,5.9,150,THN,BRO,BLK,10032,MANHATTAN
1228,2:45:00,2020,February,Sunday,Based on Self Initiated,1,CPW,5,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,NERVOUS,20,MALE,BLACK HISPANIC,5.9,165,THN,BRO,BLK,10455,BRONX
1229,21:44:00,2020,February,Saturday,Based on Radio Run,1,ASSAULT,3,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,NERVOUS, ,MALE,BLACK,6,180,THN,BRO,BLK,10474,BRONX
1230,0:00:00,2020,February,Sunday,Based on Self Initiated,1,CPW,1,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,UNDERSTANDING,23,MALE,BLACK,5.9,150,THN,BRO,BRO,10460,BRONX
1231,7:14:00,2020,February,Saturday,Based on C/W on Scene,5,ROBBERY,5,Y,(null),N,Y,ROBBERY,N,(null),Y,N,N,N,(null),N,CALM,24,MALE,WHITE HISPANIC,5,150,THN,BRO,BLK,10452,BRONX
1232,4:16:00,2020,February,Sunday,Based on C/W on Scene,20,CPW,30,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,AGGITATED,38,MALE,WHITE HISPANIC,5.8,215,MED,BLK,BLK,10452,BRONX
1233,20:58:00,2020,February,Saturday,Based on Radio Run,1,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,NORMAL,52,MALE,WHITE HISPANIC,6,190,THN,BRO,BRO,11377,QUEENS
1234,11:30:00,2020,February,Saturday,Based on Radio Run,0,PETIT LARCENY,20,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,Y,Y,N,(null),N,HESITANT,31,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BLK,10301,STATEN ISLAND
1235,10:35:00,2020,February,Thursday,Based on C/W on Scene,1,CPW,10,Y,(null),N,N,(null),N,(null),N,N,Y,Y,(null),Y,CALM,64,MALE,BLACK HISPANIC,6.1,200,MED,BLK,BLD,10468,BRONX
1236,6:25:00,2020,February,Sunday,Based on Radio Run,0,CRIMINAL MISCHIEF,20,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),N,Y,N,N,(null),N,,42,MALE,WHITE,8.8, ,HEA,BLU,WHI,11694,QUEENS
1237,7:00:00,2020,February,Sunday,Based on C/W on Scene,0,ASSAULT,5,Y,(null),N,Y,ASSAULT,N,(null),N,Y,N,(,(null),N,, ,MALE,BLACK,5.11, ,(null),BRO,BLD,11693,QUEENS
1238,18:50:00,2020,February,Sunday,Based on Radio Run,1,CRIMINAL POSSESSION OF MARIHUANA,2,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,NORMAL,19,MALE,BLACK, ,190,MED,BRO,BLK,10031,MANHATTAN
1239,17:20:00,2020,February,Monday,Based on Radio Run,0,CPW,5,Y,(null),N,N,(null),N,(null),Y,N,N,Y,(null),N,CALM,20,MALE,BLACK,6.1,190,MED,BRO,BLK,11224,BROOKLYN
1240,16:00:00,2020,January,Thursday,Based on Radio Run,1,CPW,30,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,(null),N,CALM,16,MALE,WHITE,5.8,120,THN,BRO,BLK,11223,BROOKLYN
1241,16:00:00,2020,January,Thursday,Based on Radio Run,1,CPW,30,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,(null),N,CALM,17,MALE,WHITE,6,150,THN,BRO,BLK,11223,BROOKLYN
1242,16:00:00,2020,January,Thursday,Based on Radio Run,1,CPW,3,Y,(null),Y,Y,CPW,N,(null),Y,Y,N,N,Y,Y,CALM,19,MALE,WHITE,5.1,150,THN,BRO,BLK,11223,BROOKLYN
1243,16:04:00,2020,February,Monday,Based on Radio Run,1,ROBBERY,10,Y,(null),N,N,(null),N,(null),Y,Y,Y,Y,(null),N,CALM,20,MALE,BLACK,5.6,170,MED,BRO,BLK,11233,BROOKLYN
1244,18:05:00,2020,February,Sunday,Based on Radio Run,1,PETIT LARCENY,11,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,(,(null),N,CALM,49,FEMALE,BLACK,5.6,220,HEA,BRO,BLK,11693,QUEENS
1245,14:30:00,2020,January,Wednesday,Based on Self Initiated,0,ASSAULT,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,UPSET & AGGRESSIVE,36,MALE,BLACK,6.1,255,MED,BRO,XXX,(null),MANHATTAN
1246,13:19:00,2020,February,Thursday,Based on C/W on Scene,3,PETIT LARCENY,5,Y,(null),N,Y,ROBBERY,N,(null),N,Y,N,N,(null),N,CALM,27,MALE,BLACK HISPANIC,5.8,170,MED,BRO,BLK,10028,MANHATTAN
1247,12:41:00,2020,February,Sunday,Based on Radio Run,1,PETIT LARCENY,20,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,NERVOUSN AND ANGRY,40,FEMALE,BLACK,5.6,110,THN,BRO,BLK,10028,MANHATTAN
1248,2:20:00,2020,February,Monday,Based on Self Initiated,0,CPW,1,N,ARREST,Y,Y,CPW,N,(null),Y,Y,N,N,Y,Y,,19,MALE,BLACK,5.1,160,THN,BRO,BLK,10026,MANHATTAN
1249,1:07:00,2020,February,Monday,Based on Radio Run,2,ASSAULT,20,Y,(null),N,N,(null),N,(null),Y,Y,Y,Y,(null),Y,COOPERATIVE,24,MALE,BLACK,6,190,THN,BRO,BLK,10453,BRONX
1250,16:20:00,2020,February,Sunday,Based on Self Initiated,0,OTHER,10,Y,(null),Y,Y,GRAND LARCENY,N,(null),N,Y,N,N,(null),Y,ANGRY,17,MALE,BLACK,5.6,160,MED,BRO,BLK,(null),MANHATTAN
1251,10:21:00,2020,February,Monday,Based on Radio Run,0,CPW,5,Y,(null),N,N,(null),N,(null),Y,N,Y,Y,(null),N,COMPLIANT AND APPRECIATIVE,20,MALE,BLACK,5.6,140,THN,BRO,XXX,(null),MANHATTAN
1252,14:15:00,2020,February,Monday,Based on Radio Run,5,ASSAULT,20,Y,(null),N,Y,ASSAULT,N,(null),N,N,N,N,(null),N,,27,MALE,BLACK,5.9,180,THN,BLK,(nu,(null),MANHATTAN
1253,22:55:00,2020,February,Wednesday,Based on Radio Run,2,CRIMINAL MISCHIEF,5,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,CALM,40,MALE,BLACK, , ,MED,BRO,BLK,10031,MANHATTAN
1254,10:01:00,2020,February,Saturday,Based on Radio Run,1,MAKING GRAFFITI,10,Y,(null),N,Y,MAKING GRAFFITI,N,(null),N,N,N,N,(null),N,UPSET,23,MALE,(null),5.8,150,THN,HAZ,BRO,10454,BRONX
1255,1:58:00,2020,February,Tuesday,Based on Self Initiated,2,CPW,10,Y,(null),N,N,(null),N,(null),Y,N,N,(,(null),N,ANNOYED, ,MALE,BLACK HISPANIC,5.9,200,HEA,BRO,BRO,10452,BRONX
1256,19:27:00,2020,February,Friday,Based on Radio Run,1,CPW,4,Y,(null),N,N,(null),N,(null),Y,N,N,Y,(null),N,"COOPERATIVE, AND THEN COMBATIVE AFTER INTERACTION WAS COMPLETE",23,MALE,BLACK,6.1,175,MED,BRO,BLK,10456,BRONX
1257,15:07:00,2020,February,Sunday,Based on Radio Run,1,CPW,28,Y,(null),Y,N,(null),Y,MARIJU,Y,N,N,Y,(null),N,VERY CALM,31,MALE,WHITE HISPANIC,6,175,THN,BRO,BLK,10461,BRONX
1258,15:07:00,2020,February,Sunday,Based on Radio Run,1,CPW,28,Y,(null),N,N,(null),Y,MARIJU,Y,N,N,Y,(null),N,VERY CALM,21,MALE,WHITE HISPANIC,5.8,160,THN,BRO,BLK,10461,BRONX
1259,16:45:00,2020,February,Saturday,Based on Radio Run,1,PETIT LARCENY,5,Y,(null),N,N,(null),N,(null),N,N,N,(,(null),N,AGITATED,26,MALE,BLACK,5.8,160,THN,BLK,BLK,11234,BROOKLYN
1260,2:28:00,2020,February,Sunday,Based on C/W on Scene,1,CPW,7,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,CALM,24,MALE,BLACK,5.8,160,MED,BRO,BLK,11234,BROOKLYN
1261,17:37:00,2020,February,Sunday,Based on C/W on Scene,1,OTHER,4,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,26,MALE,BLACK,5.6,150,THN,BRO,BLK,11234,BROOKLYN
1262,17:37:00,2020,February,Sunday,Based on C/W on Scene,1,OTHER,4,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,24,MALE,WHITE HISPANIC,5.9,160,MED,BRO,BLK,11234,BROOKLYN
1263,17:40:00,2020,January,Thursday,Based on Radio Run,5,ROBBERY,4,Y,(null),N,N,(null),N,(null),N,N,N,(,(null),N,CALM,28,MALE,BLACK,5.9,180,THN,BRO,BLK,11203,BROOKLYN
1264,21:50:00,2020,February,Saturday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,OK,17,MALE,BLACK,6,160,THN,BLK,BLK,11226,BROOKLYN
1265,2:03:00,2020,February,Sunday,Based on C/W on Scene,1,CPW,4,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,CALM,24,MALE,BLACK,5.8,160,MED,BRO,BLK,11236,BROOKLYN
1266,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),N,N,(null),Y,DISORD,Y,Y,Y,Y,(null),N,THREATENING,18,MALE,BLACK,5.8,140,THN,BRO,BLK,11212,BROOKLYN
1267,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,17,MALE,BLACK HISPANIC, , ,THN,BLK,BLK,11212,BROOKLYN
1268,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,17,MALE,BLACK,5.6,130,MED,BRO,BLK,11212,BROOKLYN
1269,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,17,MALE,BLACK, , ,HEA,BLK,BLK,11212,BROOKLYN
1270,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,19,MALE,BLACK,5.5,130,MED,BLK,BLK,11212,BROOKLYN
1271,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,16,MALE,BLACK, , ,THN,BLK,BLK,11212,BROOKLYN
1272,15:23:00,2020,January,Wednesday,Based on Radio Run,1,CRIMINAL TRESPASS,7,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,,14,MALE,BLACK,5.5,130,THN,BLK,BLK,11212,BROOKLYN
1273,19:11:00,2020,February,Friday,Based on Self Initiated,5,PETIT LARCENY,13,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,IN AGREEMENT WITH OFFICER,42,MALE,WHITE HISPANIC,5.7,180,THN,BRO,XXX,11215,BROOKLYN
1274,19:11:00,2020,February,Friday,Based on Self Initiated,5,PETIT LARCENY,13,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,IN AGREEEMENT WITH THE OFFICER,43,MALE,WHITE HISPANIC,5.8,120,THN,BLK,BLK,11215,BROOKLYN
1275,15:15:00,2020,February,Thursday,Based on Self Initiated,0,PETIT LARCENY,1,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,LAUGHING,21,MALE,BLACK HISPANIC,5.1,190,THN,BRO,BLK,11418,QUEENS
1276,15:10:00,2020,February,Sunday,Based on Radio Run,1,CRIMINAL MISCHIEF,2,Y,(null),N,Y,CRIMINAL MISCHIEF,N,(null),N,Y,Y,Y,(null),N,UPSET,18,FEMALE,BLACK,6,156,THN,BRO,BLK,11422,QUEENS
1277,8:39:00,2020,February,Monday,Based on Radio Run,1,ASSAULT,2,Y,(null),N,Y,ASSAULT,N,(null),Y,Y,N,N,(null),Y,UPSET,28,MALE,BLACK,6,160,THN,BRO,BLK,(null),QUEENS
1278,15:00:00,2020,February,Wednesday,Based on Radio Run,1,ROBBERY,25,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,"VERBALY COMBATIVE, PASSIVE RESISTING", ,FEMALE,WHITE HISPANIC,5.8,130,(null),(null),BLK,(null),QUEENS
1279,12:35:00,2020,February,Monday,Based on C/W on Scene,1,ASSAULT,10,Y,(null),N,Y,ASSAULT,N,(null),N,Y,N,(,(null),N,NERVOUS AND AGITATED,23,MALE,BLACK,5.9,160,THN,BRO,BLK,11434,QUEENS
1280,10:35:00,2020,February,Sunday,Based on C/W on Scene,0,MENACING,10,Y,(null),N,Y,MENACING,N,(null),Y,Y,N,N,(null),N,,26,MALE,BLACK,6.3,180,THN,BRO,BLK,10304,STATEN ISLAND
1281,22:20:00,2020,February,Sunday,Based on Radio Run,1,ROBBERY,13,Y,(null),N,Y,CPW,N,(null),Y,Y,N,(,Y,Y,NORMAL,43,MALE,BLACK,6.2,240,HEA,BRO,BLD,10460,BRONX
1282,22:06:00,2020,February,Sunday,Based on Radio Run,0,CPW,5,Y,(null),N,N,(null),N,(null),Y,N,Y,Y,(null),N,, ,MALE,BLACK,5.1,180,MED,BRO,BLK,11233,BROOKLYN
1283,19:20:00,2020,February,Sunday,Based on C/W on Scene,0,BURGLARY,5,Y,(null),N,N,(null),N,(null),Y,N,N,N,(null),N,IRRATIONAL,44,MALE,BLACK,5.1,160,THN,BRO,BLK,11429,QUEENS
1284,6:35:00,2020,February,Tuesday,Based on Self Initiated,0,ROBBERY,10,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,NORMAL, ,MALE,WHITE HISPANIC,5.2,170,MED,BRO,BRO,10459,BRONX
1285,1:07:00,2020,February,Sunday,Based on Radio Run,2,ROBBERY,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,17,MALE,BLACK,5.6,150,THN,BRO,BLK,11432,QUEENS
1286,1:07:00,2020,February,Sunday,Based on Radio Run,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,16,MALE,BLACK,5.8,170,MED,BRO,BLK,11432,QUEENS
1287,1:07:00,2020,February,Sunday,Based on Radio Run,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,17,MALE,BLACK,5.7,170,MED,BRO,BLK,11432,QUEENS
1288,1:07:00,2020,February,Sunday,Based on Radio Run,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,17,MALE,BLACK,5.8,165,THN,BRO,BLK,11432,QUEENS
1289,1:07:00,2020,February,Sunday,Based on Radio Run,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,17,MALE,BLACK,5.7,150,THN,BRO,BLK,11432,QUEENS
1290,1:07:00,2020,February,Sunday,Based on Radio Run,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,NORMAL,17,MALE,BLACK,5.6,150,THN,BLK,BLK,11432,QUEENS
1291,7:21:00,2020,January,Wednesday,Based on Radio Run,1,GRAND LARCENY AUTO,15,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,Y,Y,Y,(null),N,"COLD, NERVOUS",27,MALE,WHITE HISPANIC,5.11,195,MED,BRO,BRO,10307,STATEN ISLAND
1292,18:43:00,2020,January,Thursday,Based on Radio Run,1,ASSAULT,25,Y,(null),Y,Y,ASSAULT,N,(null),N,Y,N,(,(null),N,,19,MALE,BLACK,5.11,145,MED,BRO,BLK,10001,MANHATTAN
1293,18:43:00,2020,January,Thursday,Based on Radio Run,1,ASSAULT,25,Y,(null),Y,Y,ASSAULT,N,(null),N,Y,N,(,(null),N,,20,MALE,BLACK,6.3,158,THN,HAZ,BRO,10001,MANHATTAN
1294,18:43:00,2020,January,Thursday,Based on Radio Run,1,ASSAULT,25,Y,(null),Y,Y,ASSAULT,N,(null),N,Y,N,(,(null),Y,,19,MALE,BLACK,6,180,MED,BRO,BLK,10001,MANHATTAN
1295,18:43:00,2020,January,Thursday,Based on Radio Run,1,ASSAULT,25,Y,(null),Y,Y,ASSAULT,N,(null),N,Y,N,(,(null),N,,20,MALE,BLACK,5.11,180,MED,BRO,BLK,10001,MANHATTAN
1296,1:30:00,2020,February,Saturday,Based on Self Initiated,3,BURGLARY,3,Y,(null),N,Y,BURGLARY,N,(null),Y,Y,Y,Y,(null),N,CALM,43,MALE,BLACK,5.1,170,THN,BLK,BLK,10001,MANHATTAN
1297,17:55:00,2020,February,Saturday,Based on Radio Run,1,PETIT LARCENY,27,Y,(null),Y,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),Y,AGITATED,31,MALE,WHITE,5.8,140,THN,BRO,BRO,10017,MANHATTAN
1298,17:55:00,2020,February,Saturday,Based on Radio Run,1,PETIT LARCENY,27,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM,39,MALE,WHITE,6.1,170,THN,BRO,BLN,10017,MANHATTAN
1299,16:30:00,2020,February,Thursday,Based on Radio Run,0,ROBBERY,1,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,CALM, ,MALE,BLACK,5.8,150,THN,BRO,BLK,10473,BRONX
1300,3:31:00,2020,February,Wednesday,Based on Radio Run,1,CPW,7,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,63,MALE,BLACK,5.1,175,THN,BRO,BLK,10453,BRONX
1301,3:31:00,2020,February,Wednesday,Based on Radio Run,1,CPW,7,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,,40,MALE,BLACK,5.11,185,MED,BRO,BLK,10453,BRONX
1302,14:45:00,2020,February,Tuesday,Based on Radio Run,1,ASSAULT,5,Y,(null),Y,N,(null),N,(null),Y,N,N,N,(null),N,UPSET,15,MALE,BLACK HISPANIC,5.9,220,MED,BRO,BLK,(null),BRONX
1303,14:45:00,2020,February,Tuesday,Based on Radio Run,1,ASSAULT,5,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,UPSET,15,MALE,BLACK HISPANIC,5.8,180,THN,BLK,BLK,(null),BRONX
1304,0:50:00,2020,January,Thursday,Based on Radio Run,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,Y,N,N,(null),N,CALM,30,MALE,BLACK,5.8,170,THN,BRO,BLK,11229,BROOKLYN
1305,20:33:00,2020,February,Sunday,Based on Radio Run,1,ASSAULT,5,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM, ,MALE,BLACK,5.1,170,MED,ZZZ,BLK,11203,BROOKLYN
1306,13:01:00,2020,February,Tuesday,Based on Radio Run,1,PETIT LARCENY,9,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,CALM,36,MALE,WHITE,5.9,220,MED,BRO,BLK,11228,BROOKLYN
1307,20:05:00,2020,February,Wednesday,Based on Radio Run,0,ROBBERY,200,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,COMBATIVE,13,FEMALE,BLACK,5.4,130,THN,BRO,BLK,11217,BROOKLYN
1308,17:04:00,2020,February,Thursday,Based on Self Initiated,5,BURGLARY,16,Y,(null),N,N,(null),N,(null),N,Y,Y,Y,(null),N,,43,MALE,BLACK,5.9,150,THN,BRO,RED,11217,BROOKLYN
1309,10:41:00,2020,February,Monday,Based on Radio Run,0,GRAND LARCENY AUTO,27,Y,(null),N,N,(null),N,(null),N,N,N,N,(null),N,APPARENTLY NORMAL, ,MALE,BLACK,5.7,180,MED,BLK,BLD,11238,BROOKLYN
1310,9:45:00,2020,February,Wednesday,Based on Radio Run,1,BURGLARY,5,Y,(null),Y,N,(null),N,(null),Y,Y,N,N,(null),N,QUIZZICAL,19,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BRO,10302,STATEN ISLAND
1311,9:45:00,2020,February,Wednesday,Based on Radio Run,1,BURGLARY,5,Y,(null),Y,N,(null),N,(null),N,N,N,N,(null),N,CALM,43,FEMALE,WHITE HISPANIC,5.2,165,MED,BRO,BRO,10302,STATEN ISLAND
1312,16:02:00,2020,February,Tuesday,Based on Radio Run,3,GRAND LARCENY,7,Y,(null),N,Y,PETIT LARCENY,N,(null),N,Y,N,N,(null),N,CALM,22,MALE,BLACK,6.1,165,THN,BRO,BLK,10014,MANHATTAN
1313,18:05:00,2020,January,Friday,Based on Self Initiated,5,MAKING GRAFFITI,4,N,ARREST,N,Y,MAKING GRAFFITI,N,(null),N,Y,N,N,(null),N,CALM,21,MALE,ASIAN / PACIFIC ISLANDER,5.6,120,THN,BRO,BLK,10036,MANHATTAN
1314,16:53:00,2020,February,Tuesday,Based on Self Initiated,1,CRIMINAL TRESPASS,5,Y,(null),N,N,(null),N,(null),N,N,N,(,(null),N,UPSET,30,MALE,BLACK,5.9,190,MED,BRO,BLK,10037,MANHATTAN
1315,15:06:00,2020,February,Tuesday,Based on Self Initiated,1,CRIMINAL TRESPASS,5,Y,(null),Y,Y,CRIMINAL TRESPASS,N,(null),N,N,N,N,(null),N,UPSET,19,MALE,BLACK,6.1,150,THN,BRO,BLK,10026,MANHATTAN
